2017-01-16T15:20:00+01:00;0087611301;Saint-Agne;66.0;0.0
2017-01-16T17:42:00+01:00;0087286005;Lille Flandres;82.0;4.0
2017-01-17T07:28:00+01:00;0087141150;Lunéville;71.0;5.0
2016-12-11T08:14:00+01:00;0087318964;Avignon TGV;54.0;1.0
2016-12-11T18:01:00+01:00;0087411017;Rouen Rive Droite;87.0;14.0
2016-12-11T19:18:00+01:00;0087271494;Aéroport Charles de Gaulle 2 TGV;61.0;5.0
2016-12-12T11:45:00+01:00;0087391003;Paris Montparnasse;60.0;4.0
2016-12-12T08:58:00+01:00;0087576207;Bourges;78.0;4.0
2016-12-12T09:24:00+01:00;0087214247;Barr;33.0;2.0
;0087734053;Riom - Châtel-Guyon;;
2016-12-12T10:17:00+01:00;0087345165;Dourges;31.0;2.0
2016-12-12T17:53:00+01:00;0087141101;Varangéville - Saint-Nicolas;55.0;2.0
2016-12-12T09:50:00+01:00;0087751321;Manosque - Gréoux-les-Bains;75.0;5.0
2016-12-12T12:14:00+01:00;0087271007;Paris Gare du Nord;50.0;9.0
2016-12-12T13:53:00+01:00;0087673004;Bayonne;74.0;2.0
2016-12-12T16:29:00+01:00;0087471003;Rennes;52.0;2.0
2016-12-05T15:10:00+01:00;0087763466;Embrun;69.0;5.0
2016-12-12T17:26:00+01:00;0087191700;Joeuf;50.0;3.0
2016-12-09T08:22:00+01:00;0087584052;Libourne;66.0;5.0
2016-12-09T08:41:00+01:00;0087747006;Grenoble;77.0;2.0
2016-12-09T08:53:00+01:00;0087141291;Neufchâteau;47.0;3.0
2016-12-08T15:30:00+01:00;0087271007;Paris Gare du Nord;54.0;7.0
2016-12-09T09:58:00+01:00;0087172254;Sedan;59.0;1.0
2016-12-09T10:49:00+01:00;0087411256;Malaunay - Le Houlme;39.0;2.0
2016-12-09T11:37:00+01:00;0087547000;Paris Austerlitz;73.0;6.0
2016-12-09T12:27:00+01:00;0087718007;Besançon Viotte;80.0;4.0
2016-12-09T15:46:00+01:00;0087763029;Valence TGV Rhône-Alpes Sud;88.0;9.0
2016-12-09T09:20:00+01:00;0087763300;Veynes Dévoluy;66.0;10.0
;0087763250;Aspres-sur-Buëch;;
2016-12-09T16:21:00+01:00;0087726000;Saint-Étienne Châteaucreux;92.0;4.0
2016-12-09T17:35:00+01:00;0087473207;Guingamp;87.0;10.0
2016-12-13T09:08:00+01:00;0087543017;Les Aubrais;65.0;2.0
2016-12-13T10:36:00+01:00;0087775007;Nîmes;97.0;1.0
2016-12-13T11:48:00+01:00;0087271007;Paris Gare du Nord;53.0;5.0
2016-12-13T14:38:00+01:00;0087271007;Paris Gare du Nord;48.0;7.0
2016-12-13T16:19:00+01:00;0087781005;Béziers;74.0;1.0
2016-12-13T16:30:00+01:00;0087474007;Brest;87.0;4.0
2016-12-13T18:02:00+01:00;0087394007;Chartres;70.0;2.0
2016-12-13T18:19:00+01:00;0087113001;Paris Est;77.0;6.0
2016-12-14T11:58:00+01:00;0087317362;Abbeville;62.0;7.0
2016-12-14T15:52:00+01:00;0087191239;Hayange;39.0;0.0
2016-12-14T16:47:00+01:00;0087271007;Paris Gare du Nord;44.0;5.0
2016-12-15T08:18:00+01:00;0087734053;Riom - Châtel-Guyon;80.0;6.0
2016-12-15T09:19:00+01:00;0087184002;Belfort;64.0;1.0
2016-12-15T09:26:00+01:00;0087300863;Besançon Franche-Comté TGV;66.0;0.0
2016-12-15T11:35:00+01:00;0087281071;Calais - Fréthun;66.0;7.0
2016-12-15T12:29:00+01:00;0087484006;Angers Saint-Laud;90.0;6.0
2016-12-15T13:18:00+01:00;0087342006;Béthune;64.0;7.0
2016-12-15T15:30:00+01:00;0087393702;Massy TGV;73.0;2.0
2016-12-15T17:29:00+01:00;0087741132;Aix-les-Bains le Revard;75.0;8.0
2016-12-05T09:16:00+01:00;0087757526;Saint-Raphaël Valescure;90.0;14.0
2016-12-05T12:11:00+01:00;0087726000;Saint-Étienne Châteaucreux;90.0;25.0
2016-12-06T07:46:00+01:00;0087172254;Sedan;59.0;1.0
2016-12-05T10:36:00+01:00;0087686006;Paris Gare de Lyon;49.0;4.0
2016-12-05T10:34:00+01:00;0087773200;Sète;72.0;1.0
2016-12-06T16:50:00+01:00;0087113001;Paris Est;67.0;5.0
2016-12-06T13:08:00+01:00;0087342006;Béthune;64.0;6.0
2016-12-02T08:08:00+01:00;0087182139;Saint-Louis;66.0;4.0
2016-12-06T09:35:00+01:00;0087192666;Conflans - Jarny;65.0;4.0
2016-12-06T12:31:00+01:00;0087343004;Valenciennes;77.0;7.0
2016-12-06T17:15:00+01:00;0087413013;Le Havre;57.0;1.0
2016-12-06T11:56:00+01:00;0087481002;Nantes;77.0;1.0
2016-12-06T15:25:00+01:00;0087613000;Cahors;79.0;4.0
2016-12-06T17:03:00+01:00;0087345025;Lens;74.0;5.0
2016-12-06T17:53:00+01:00;0087141101;Varangéville - Saint-Nicolas;54.0;3.0
2016-12-07T10:18:00+01:00;0087756486;Menton;85.0;23.0
2016-12-07T11:22:00+01:00;0087784009;Perpignan;69.0;1.0
